Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Goblin Oriflamme,FDN,Foundations,539,normal,uncommon,1,101467,0259e4d8-849b-468e-a902-aa1d7f2d5b6a,0.3,false,false,mint,en,USD
Goblin Smuggler,FDN,Foundations,540,normal,common,1,101518,5837ccf1-9bac-4afb-bcc9-82c5f3c0e8e2,0.2,false,false,mint,en,USD
Golgari Guildgate,FDN,Foundations,689,normal,common,1,100836,92d4646c-a375-4835-aa58-8bb77d1a5abf,0.17,false,false,mint,en,USD
Good-Fortune Unicorn,FDN,Foundations,240,normal,uncommon,1,101300,eabbe163-2b15-42e3-89ce-7363e6250d3a,0.18,false,false,mint,en,USD
Grappling Kraken,FDN,Foundations,39,normal,uncommon,2,101165,d1f5cab3-3fc0-448d-8252-cd55abf5b596,0.16,false,false,mint,en,USD
Gratuitous Violence,FDN,Foundations,715,foil,rare,1,101287,e89024c5-eef5-468c-92b4-e53dd212909c,0.98,false,false,mint,en,USD
Grow from the Ashes,FDN,Foundations,225,normal,common,1,101502,42525f8a-aee7-4811-8f05-471b559c2c4a,0.15,false,false,mint,en,USD
Gruul Guildgate,FDN,Foundations,690,normal,common,1,100381,3ab6c240-c97d-4a5c-bc39-860c2d9901c2,0.15,false,false,mint,en,USD
Guttersnipe,FDN,Foundations,716,foil,uncommon,1,101229,dde674d6-f4e7-410b-acf0-34021290576d,0.48,false,false,mint,en,USD
"Halana and Alena, Partners",FDN,Foundations,659,normal,rare,1,101034,b649f459-c9dc-495d-8703-b685996bb80c,1.0,false,false,mint,en,USD
Harbinger of the Tides,FDN,Foundations,593,normal,rare,1,100888,9ca4f70d-ec17-49a4-8968-598ecdbe8243,0.18,false,false,mint,en,USD
Hare Apparent,FDN,Foundations,15,normal,common,2,100907,9fc6f0e9-eb5f-4bc0-b3d7-756644b66d12,2.56,false,false,mint,en,USD
Harmless Offering,FDN,Foundations,625,normal,rare,1,100440,47082081-bf52-4914-bac2-ace398beff56,0.44,false,false,mint,en,USD
Healer's Hawk,FDN,Foundations,142,normal,common,1,101595,cc8e4563-04bb-46b5-835e-64ba11c0e972,0.15,false,false,mint,en,USD
Heartfire Immolator,FDN,Foundations,201,normal,uncommon,2,100390,3ca38f4d-01f5-4a02-9000-01261a440dbf,0.15,false,false,mint,en,USD
Hedron Archive,FDN,Foundations,726,foil,uncommon,1,100513,535b9ac6-dba2-4162-86ed-df3e9fad0306,0.38,false,false,mint,en,USD
Helpful Hunter,FDN,Foundations,16,normal,common,2,97172,1b9a0e91-80b5-428f-8f08-931d0631be14,0.2,false,false,mint,en,USD
Herald of Faith,FDN,Foundations,494,normal,uncommon,1,101514,5579f35b-b3d2-4342-a52b-ae36b579d044,0.29,false,false,mint,en,USD
Hero's Downfall,FDN,Foundations,175,normal,uncommon,2,97185,ad2c01d9-8f54-46c0-9dc9-d4d4764ce1c9,0.15,false,false,mint,en,USD
Heroes' Bane,FDN,Foundations,639,normal,rare,1,100731,7f83195c-5150-4763-a2e1-5b109d185d55,0.25,false,false,mint,en,USD
Heroic Reinforcements,FDN,Foundations,241,normal,uncommon,1,100631,6a05e8d5-c2ad-489a-888d-22622886b620,0.15,false,false,mint,en,USD
Hidetsugu's Second Rite,FDN,Foundations,202,normal,uncommon,2,100577,609421da-8d89-4365-b18b-778832d91482,0.15,false,false,mint,en,USD
Highborn Vampire,FDN,Foundations,522,normal,common,1,97177,53c56a23-eb4f-4be1-ada9-1ad5b80195d3,0.17,false,false,mint,en,USD
Hinterland Sanctifier,FDN,Foundations,730,normal,common,5,101532,632df69e-6377-43d0-bba5-65518a320aa5,0.8,false,false,mint,en,USD
Hoarding Dragon,FDN,Foundations,626,normal,uncommon,1,101101,c3a35b3b-0c92-4b40-8210-86a5b5f275eb,0.21,false,false,mint,en,USD
Hungry Ghoul,FDN,Foundations,62,normal,common,2,100701,790f9433-7565-4f7f-88e8-8af762ea0296,0.15,false,false,mint,en,USD
Icewind Elemental,FDN,Foundations,42,normal,common,3,101629,fd0eba76-3829-408b-828f-0b223c884728,0.05,false,false,mint,en,USD
Immersturm Predator,FDN,Foundations,660,normal,rare,1,100510,52dfc234-e87a-4594-8dcf-0a2f95eedc97,0.24,false,false,mint,en,USD
Impact Tremors,FDN,Foundations,717,foil,common,1,101159,d0b7cecf-b51b-4d30-b7e9-cd7976271e07,2.4,false,false,mint,en,USD
Imperious Perfect,FDN,Foundations,719,foil,uncommon,1,100758,83b4a09f-ea53-42b4-a41a-4299192a6fd3,0.32,false,false,mint,en,USD
Incinerating Blast,FDN,Foundations,90,normal,common,3,101603,d58e20ab-c5ca-4295-884d-78efdaa83243,0.08,false,false,mint,en,USD
Infernal Vessel,FDN,Foundations,63,foil,uncommon,1,101560,877b6330-2d0b-4f2f-a848-f10b06fb4ef5,0.15,false,false,mint,en,USD
Infestation Sage,FDN,Foundations,64,normal,common,4,101601,d40c73de-7a5f-46f2-a70b-449bc8ecfe24,0.15,false,false,mint,en,USD
Ingenious Leonin,FDN,Foundations,495,normal,uncommon,1,97192,ea566679-4202-4076-9314-142241485f6e,0.22,false,false,mint,en,USD
Inspiration from Beyond,FDN,Foundations,43,normal,uncommon,1,101033,b636fe95-664f-4fb1-aab9-28856edeccd6,0.15,false,false,mint,en,USD
Inspiring Overseer,FDN,Foundations,496,normal,common,2,101588,c3e9aa54-e5d5-4cbb-9d2a-263b9eba398f,0.22,false,false,mint,en,USD
Into the Roil,FDN,Foundations,509,normal,common,2,101486,25edefa9-9fff-4b71-83ae-696c196a795c,0.15,false,false,mint,en,USD
Izzet Guildgate,FDN,Foundations,691,normal,common,1,101219,db9e6fc9-813d-4a71-8a68-8e0f83fa945d,0.18,false,false,mint,en,USD
Jazal Goldmane,FDN,Foundations,497,normal,rare,1,97178,5aa8f635-c638-4207-8631-f6b5185f8696,0.5,false,false,mint,en,USD
Joraga Invocation,FDN,Foundations,555,normal,uncommon,1,100087,01ceca57-65f4-4f99-bd14-9fe5f86c1f62,0.16,false,false,mint,en,USD
Joust Through,FDN,Foundations,19,normal,uncommon,1,100767,846adb38-f9bb-4fed-b8ed-36ec7885f989,0.15,false,false,mint,en,USD
Juggernaut,FDN,Foundations,255,normal,uncommon,1,101351,f4468fff-cd6f-428c-b7a0-ff89f5bbea2e,0.13,false,false,mint,en,USD
Jungle Hollow,FDN,Foundations,263,normal,common,4,101224,dc758e14-d370-45e4-bbc5-938fb4d21127,0.15,false,false,mint,en,USD
Kalastria Highborn,FDN,Foundations,607,normal,rare,1,100208,1a52f6ef-7759-4be3-8b80-a57e9d6ae386,0.52,false,false,mint,en,USD
Kargan Dragonrider,FDN,Foundations,541,normal,common,1,101543,701aef07-4291-4dfd-b9b2-bfc26745341c,0.42,false,false,mint,en,USD
Kindled Fury,FDN,Foundations,542,normal,common,1,101580,af158462-91e3-4ad7-b435-95d4eb32fe0a,0.37,false,false,mint,en,USD
Kitesail Corsair,FDN,Foundations,510,normal,common,1,101125,c82d7c6d-523c-46c9-a189-44c0bd8386d1,0.2,false,false,mint,en,USD
Knight of Grace,FDN,Foundations,576,normal,uncommon,1,100487,4efb8633-0a70-4ddc-80af-42508ec75cff,0.17,false,false,mint,en,USD
Knight of Malice,FDN,Foundations,608,normal,uncommon,1,101061,bb678e10-e5a4-4143-8e49-7b523118674e,0.19,false,false,mint,en,USD
"Koma, World-Eater",FDN,Foundations,121,normal,rare,1,101102,c3b92caa-3401-4b11-9515-152f3e057c05,0.62,false,false,mint,en,USD
"Krenko, Mob Boss",FDN,Foundations,204,foil,rare,1,100750,824b2d73-2151-4e5e-9f05-8f63e2bdcaa9,1.48,false,false,mint,en,USD
"Lathliss, Dragon Queen",FDN,Foundations,627,normal,rare,1,100410,409acb8f-cf03-4a56-a8c0-e4c97a01ee10,1.46,false,false,mint,en,USD
"Lathril, Blade of the Elves",FDN,Foundations,242,normal,rare,1,100811,8d4e5480-a287-4a25-b855-a26dae555b1c,0.33,false,false,mint,en,USD
Leonin Skyhunter,FDN,Foundations,498,normal,uncommon,1,97173,218e0009-5f11-4348-97b8-4bc7b41f80b8,0.47,false,false,mint,en,USD
Leonin Vanguard,FDN,Foundations,499,normal,uncommon,1,97171,17b25850-f1bd-4410-beec-603b2a77f264,0.8,false,false,mint,en,USD
Lightshell Duo,FDN,Foundations,157,normal,common,1,101063,bb75315c-ea8f-4eb0-899e-c73ef75fc396,0.15,false,false,mint,en,USD
"Liliana, Dreadhorde General",FDN,Foundations,176,normal,mythic,1,100065,cb28d217-795e-4320-a032-cd713f7ecc8a,6.3,false,false,mint,en,USD
"Linden, the Steadfast Queen",FDN,Foundations,577,normal,rare,1,100157,0dcd0898-db3d-44ec-9d56-a1b558da90f4,0.35,false,false,mint,en,USD
Llanowar Elves,FDN,Foundations,227,normal,common,7,95583,6a0b230b-d391-4998-a3f7-7b158a0ec2cd,0.25,false,false,mint,en,USD
Lunar Insight,FDN,Foundations,46,normal,rare,1,100958,a9a159f6-fecf-4bdd-b2f8-a9665a5cc32d,0.21,false,false,mint,en,USD
Lyra Dawnbringer,FDN,Foundations,707,foil,mythic,1,101009,b2abce4d-ef21-4028-8a86-b7d1387bc937,4.25,false,false,mint,en,USD
Maalfeld Twins,FDN,Foundations,523,normal,uncommon,1,101087,c166df8f-9508-427a-8ec7-bc8541b6ed88,0.29,false,false,mint,en,USD
Maelstrom Pulse,FDN,Foundations,661,normal,rare,1,100085,019e8d47-a086-4e9f-8130-8c3b2dc50179,0.33,false,false,mint,en,USD
Magnigoth Sentry,FDN,Foundations,556,normal,common,1,101517,5624e610-c4c0-4103-a32b-0f1264030a7a,0.26,false,false,mint,en,USD
Make a Stand,FDN,Foundations,708,foil,uncommon,1,100883,9c26415d-9e98-480b-9e30-b3aed00d5f3d,0.17,false,false,mint,en,USD
Make Your Move,FDN,Foundations,143,normal,common,1,101546,7368f861-3288-4645-90a7-ca35d6da3721,0.15,false,false,mint,en,USD
Make Your Move,FDN,Foundations,143,foil,common,1,101546,7368f861-3288-4645-90a7-ca35d6da3721,0.15,false,false,mint,en,USD
Marauding Blight-Priest,FDN,Foundations,178,foil,common,1,101528,5f70dafc-c638-4ec0-ab5b-62998f752720,0.37,false,false,mint,en,USD
Marauding Blight-Priest,FDN,Foundations,178,normal,common,3,101528,5f70dafc-c638-4ec0-ab5b-62998f752720,0.2,false,false,mint,en,USD
Massacre Wurm,FDN,Foundations,714,foil,mythic,1,100372,39be2675-986c-4812-9448-99737e797671,1.72,false,false,mint,en,USD
Maze's End,FDN,Foundations,727,foil,mythic,1,101299,ea9a4d1a-79dd-4b15-8e3b-f111f16d6bfc,1.46,false,false,mint,en,USD
Mazemind Tome,FDN,Foundations,676,normal,rare,1,101352,f45072cd-e3f2-4090-b984-50ec8d360bf2,0.3,false,false,mint,en,USD
Mentor of the Meek,FDN,Foundations,578,normal,rare,1,100576,60790977-efd4-470a-823a-6929f84016e7,0.2,false,false,mint,en,USD
Meteor Golem,FDN,Foundations,256,normal,uncommon,1,101167,d291ea1e-36bc-46b3-b3ae-084fa0ba69eb,0.15,false,false,mint,en,USD
Micromancer,FDN,Foundations,158,normal,uncommon,1,101274,e6af54ea-b57a-4e50-8e46-1747cca14430,0.13,false,false,mint,en,USD
Midnight Reaper,FDN,Foundations,609,normal,rare,1,101336,f229b0e6-1ffd-410e-b04b-a0afc179c58c,0.37,false,false,mint,en,USD
Midnight Snack,FDN,Foundations,65,normal,uncommon,1,101129,c9b7543f-2a45-4db6-b560-d15507a58c91,0.15,false,false,mint,en,USD
Mild-Mannered Librarian,FDN,Foundations,228,normal,uncommon,1,100515,5389663a-fe25-41b9-8c92-1f4d7721ffc2,0.08,false,false,mint,en,USD
Mindsparker,FDN,Foundations,628,normal,uncommon,1,100469,4c8b3e58-be07-451e-a5c7-61c70cc3a5a2,0.19,false,false,mint,en,USD
Mischievous Mystic,FDN,Foundations,47,normal,uncommon,4,100242,20d89cec-528b-4b2a-87db-e11ce0000622,0.2,false,false,mint,en,USD
Mocking Sprite,FDN,Foundations,159,normal,common,2,101624,f6792f63-b651-497d-8aa5-cddf4cedeca8,0.15,false,false,mint,en,USD
Mold Adder,FDN,Foundations,640,normal,uncommon,1,100453,48d665cd-a2c6-4b81-8032-379e476b5ea5,0.19,false,false,mint,en,USD
Moment of Craving,FDN,Foundations,524,normal,common,2,97174,3627f9fb-b828-49cd-887d-e2ab3ef43dfb,0.15,false,false,mint,en,USD
Moment of Triumph,FDN,Foundations,500,normal,common,1,97183,911deea0-38d2-41d9-a2ae-fb8eb45b2c23,0.46,false,false,mint,en,USD
Mortify,FDN,Foundations,662,normal,uncommon,1,100793,88e85619-3a7d-48c2-b9b0-20718c913696,0.26,false,false,mint,en,USD
Myojin of Night's Reach,FDN,Foundations,610,normal,rare,1,100676,73bc5505-7fa0-4ebf-a691-b4ca5f52b019,0.25,false,false,mint,en,USD
Mystic Archaeologist,FDN,Foundations,511,normal,rare,1,101586,c069ff32-6759-48a2-8674-4f729c91dcd0,0.3,false,false,mint,en,USD
Mystical Teachings,FDN,Foundations,594,normal,uncommon,1,100407,3f88eacf-5c7b-4a35-86f0-af3b0516d4c2,0.15,false,false,mint,en,USD
Negate,FDN,Foundations,710,foil,common,1,101413,ff3b0dba-0207-4249-bdab-e807c76ce39e,0.3,false,false,mint,en,USD
New Horizons,FDN,Foundations,557,normal,common,1,101559,86b3923c-c35c-4eb2-9dd3-b15c13778ecf,0.3,false,false,mint,en,USD
Nine-Lives Familiar,FDN,Foundations,66,normal,rare,1,95586,988c23f6-59fe-49f9-a9ce-9881dccb7033,1.28,false,false,mint,en,USD
Nullpriest of Oblivion,FDN,Foundations,611,normal,rare,1,101010,b2c7613c-38fc-49c3-93ee-1df93136455a,0.39,false,false,mint,en,USD
Obliterating Bolt,FDN,Foundations,629,normal,uncommon,1,101185,d59e836b-1c7b-43ac-889b-5f94e1638c42,0.28,false,false,mint,en,USD
Offer Immortality,FDN,Foundations,525,normal,common,1,97180,6d5802ed-507d-4a52-90e3-d989cd61961b,0.71,false,false,mint,en,USD
Opt,FDN,Foundations,512,normal,common,5,100539,58d26b54-0093-4e90-a2b1-b57c64340f9c,0.19,false,false,mint,en,USD
Ordeal of Nylea,FDN,Foundations,641,normal,uncommon,1,100209,1a70424d-86a7-44a3-acda-4463d7ac503b,0.35,false,false,mint,en,USD
Orzhov Guildgate,FDN,Foundations,692,normal,common,1,100952,a917be03-0c17-4454-b044-c4375e5c8085,0.16,false,false,mint,en,USD
Overrun,FDN,Foundations,230,normal,uncommon,1,100220,1d8e9cbb-8bf4-4a48-a58e-79deb3abdf7f,0.17,false,false,mint,en,USD
"Ovika, Enigma Goliath",FDN,Foundations,663,normal,rare,1,100521,54819d7a-eec6-49e6-a0bb-d9d07d42b4a6,0.26,false,false,mint,en,USD
Pacifism,FDN,Foundations,501,normal,common,1,97181,839160d2-44a3-4566-be9d-558d043beac8,0.25,false,false,mint,en,USD
Painful Quandary,FDN,Foundations,179,normal,rare,1,100112,05757669-e8a6-4a2f-8479-d4e2ade822ca,0.62,false,false,mint,en,USD
Pelakka Wurm,FDN,Foundations,720,foil,uncommon,1,101378,fa150070-80b6-453d-b00f-4462175cac79,0.19,false,false,mint,en,USD
Perforating Artist,FDN,Foundations,124,normal,uncommon,1,100674,72980409-53f0-43c1-965e-06f22e7bb608,0.15,false,false,mint,en,USD
Phyrexian Arena,FDN,Foundations,180,foil,rare,1,100124,0784b6f0-9ebf-43d2-ba0f-a6bc93ba0c48,3.85,false,false,mint,en,USD
Pirate's Cutlass,FDN,Foundations,563,normal,common,1,101209,d9d20aef-d35b-4353-a241-e6cfa9730975,0.16,false,false,mint,en,USD
Prayer of Binding,FDN,Foundations,502,normal,uncommon,1,101573,a30b42c4-90d8-462d-aca5-891906992ab8,0.4,false,false,mint,en,USD
Predator Ooze,FDN,Foundations,642,normal,rare,1,100338,333b3cca-ebbf-4ceb-a6a5-3d49cb2e143a,0.47,false,false,mint,en,USD
Prideful Parent,FDN,Foundations,21,normal,common,2,97188,b742117a-8a72-43b9-b05d-274829d138a2,0.15,false,false,mint,en,USD
Primal Might,FDN,Foundations,643,normal,rare,1,100877,9ae57d6b-15e8-4f2a-97c2-76d801a1a42a,0.2,false,false,mint,en,USD
Prime Speaker Zegana,FDN,Foundations,664,normal,rare,1,101170,d2f007b0-b578-44f8-be65-cd9e2ac56e09,0.25,false,false,mint,en,USD
Primeval Bounty,FDN,Foundations,644,normal,mythic,1,100337,332c9742-dc3b-48e5-8736-7724fae1b4c4,0.67,false,false,mint,en,USD
Pulse Tracker,FDN,Foundations,612,normal,common,1,101402,fdcbbe4d-5c93-4b14-8123-cd835452870f,0.17,false,false,mint,en,USD
Pyromancer's Goggles,FDN,Foundations,677,normal,mythic,1,101346,f340d8a4-196a-4433-807c-b7124e96e44f,1.15,false,false,mint,en,USD
Quakestrider Ceratops,FDN,Foundations,110,normal,uncommon,1,100120,067f72c2-ead6-4879-bc9d-696c9f87c0b2,0.23,false,false,mint,en,USD
Quick Study,FDN,Foundations,513,normal,common,1,101473,098c86fd-5a38-41fd-be44-ab963448f2a2,0.85,false,false,mint,en,USD
Quick-Draw Katana,FDN,Foundations,130,normal,common,1,101540,69beec98-c89c-4673-953c-8b3ef3d81560,0.1,false,false,mint,en,USD
Quilled Greatwurm,FDN,Foundations,111,normal,mythic,1,100330,31b60531-3d33-4e66-923a-29008716b15c,3.17,false,false,mint,en,USD
Raging Redcap,FDN,Foundations,543,normal,common,1,101569,9627b0a7-bda9-44df-81c9-aa70cc976331,0.21,false,false,mint,en,USD
Rakdos Guildgate,FDN,Foundations,693,normal,common,1,101249,e1f01964-c610-4d0f-a2b4-f52e46dc50d2,0.15,false,false,mint,en,USD
"Ramos, Dragon Engine",FDN,Foundations,678,normal,mythic,1,100817,8f95f753-bbaa-4282-9cd9-f1737136fc9e,2.16,false,false,mint,en,USD
Rampaging Baloths,FDN,Foundations,645,normal,rare,1,101091,c25ee47b-d099-4788-9c2b-73d151bf56fb,0.61,false,false,mint,en,USD
Rapacious Dragon,FDN,Foundations,544,normal,common,1,101527,5eaddac1-d8ca-4949-8140-c9193e3df921,0.39,false,false,mint,en,USD
Ravenous Amulet,FDN,Foundations,131,normal,uncommon,2,100744,80cadee5-6f26-4440-ad31-a8e573a90436,0.15,false,false,mint,en,USD
Ravenous Giant,FDN,Foundations,630,normal,uncommon,1,100108,050b70c4-9086-4db4-8e65-f9bb5f67cf1b,0.15,false,false,mint,en,USD
Reassembling Skeleton,FDN,Foundations,182,normal,uncommon,1,100291,28e84b1b-1c05-4e1b-93b8-9cc2ca73509d,0.17,false,false,mint,en,USD
Reclamation Sage,FDN,Foundations,340,normal,uncommon,1,100997,af3f0764-9d80-4e15-a402-1f93e652bcbb,0.47,false,false,mint,en,USD
Redcap Gutter-Dweller,FDN,Foundations,631,normal,rare,1,101115,c6c7f55a-bcc7-4ca3-853d-fc6e260d9429,0.15,false,false,mint,en,USD
Refute,FDN,Foundations,313,normal,common,2,100279,26a65d5b-d07e-4ff0-900a-30d509ce0f35,0.22,false,false,mint,en,USD
Refute,FDN,Foundations,48,normal,common,2,100368,38806934-dd9c-4ad4-a59c-a16dce03a14a,0.15,false,false,mint,en,USD
Regal Caracal,FDN,Foundations,579,normal,rare,1,101032,b6310a82-73db-40cb-ae64-6f07f869024c,1.45,false,false,mint,en,USD
Release the Dogs,FDN,Foundations,580,normal,uncommon,1,100125,07f10906-4fd5-44e8-99c7-3f9dcc988c48,0.2,false,false,mint,en,USD
Resolute Reinforcements,FDN,Foundations,145,normal,uncommon,2,100841,940f3989-77cc-49a9-92e0-095a75d80f0f,0.15,false,false,mint,en,USD
Revenge of the Rats,FDN,Foundations,67,normal,uncommon,2,100232,1f463c55-39a0-4f2f-aae3-0c5540bde5b7,0.47,false,false,mint,en,USD
Rite of Replication,FDN,Foundations,711,foil,rare,1,101406,fe98958d-30ee-4a47-aacc-064e02d109b3,0.75,false,false,mint,en,USD
River's Rebuke,FDN,Foundations,595,normal,rare,1,100334,32ae984e-5d1e-4497-9a71-7406f78c09f3,0.64,false,false,mint,en,USD
Rogue's Passage,FDN,Foundations,264,normal,uncommon,1,100922,a2a424ea-ef32-4ac5-8f8c-3ea1839f01d4,0.43,false,false,mint,en,USD
"Ruby, Daring Tracker",FDN,Foundations,245,normal,uncommon,1,101405,fe3e7dd2-b66d-4218-9fde-f84bec26b7bf,0.15,false,false,mint,en,USD
Rugged Highlands,FDN,Foundations,265,normal,common,1,101400,fd6eaf8e-8881-4d7b-bafc-75e4ca5cbef6,0.1,false,false,mint,en,USD
Rune-Scarred Demon,FDN,Foundations,184,normal,rare,1,100227,1eae3165-554d-4759-8f18-794e2a7d8464,0.51,false,false,mint,en,USD
Sanguine Indulgence,FDN,Foundations,613,normal,common,1,100099,03a26ca7-b26f-4b86-a060-712f15f4bf7f,0.15,false,false,mint,en,USD
Savage Ventmaw,FDN,Foundations,665,normal,uncommon,1,100489,50027d69-8bb0-444c-8e9b-4c9afd91cbda,0.91,false,false,mint,en,USD
Savannah Lions,FDN,Foundations,146,normal,uncommon,2,97184,9c9ac1bc-cdf3-4fa6-8319-a7ea164e9e47,0.15,false,false,mint,en,USD
Scorching Dragonfire,FDN,Foundations,545,normal,common,1,101507,44ea09c1-d420-4e99-a968-ade614579287,0.33,false,false,mint,en,USD
Scoured Barrens,FDN,Foundations,266,normal,common,4,100277,2632a4b2-9ca6-4b67-9a99-14f52ad3dc41,0.15,false,false,mint,en,USD
Scrawling Crawler,FDN,Foundations,132,normal,rare,1,100912,a1176dcf-40ee-4342-aa74-791b8352e99a,4.49,false,false,mint,en,USD
Seeker's Folly,FDN,Foundations,69,normal,uncommon,2,101067,bc359da6-8b7f-45ec-b530-ce159fc35953,0.15,false,false,mint,en,USD
Seismic Rupture,FDN,Foundations,205,normal,uncommon,2,100268,2519a51a-26a0-4884-9ba8-9db135c9ee49,0.08,false,false,mint,en,USD
Seize the Spoils,FDN,Foundations,546,normal,common,1,101619,efcf7e75-5de2-45cc-9275-caccd73214fa,0.85,false,false,mint,en,USD
Selesnya Guildgate,FDN,Foundations,694,normal,common,1,100619,6718d4e7-768e-473f-8064-a68422e977f6,0.16,false,false,mint,en,USD
Self-Reflection,FDN,Foundations,163,normal,uncommon,1,101247,e1e6abc9-25b2-4d51-b519-2525079eab51,0.13,false,false,mint,en,USD
Serra Angel,FDN,Foundations,147,normal,uncommon,1,100391,3cee9303-9d65-45a2-93d4-ef4aba59141b,0.15,false,false,mint,en,USD
Shipwreck Dowser,FDN,Foundations,596,normal,uncommon,1,100230,1f20fe3d-792a-4030-a25c-e81b48b2bcb4,0.15,false,false,mint,en,USD
Simic Guildgate,FDN,Foundations,695,normal,common,1,100853,96590855-1ee5-4d69-9070-776e23f71976,0.15,false,false,mint,en,USD
Sire of Seven Deaths,FDN,Foundations,1,foil,mythic,1,100812,8d8432a7-1c8a-4cfb-947c-ecf9791063eb,29.49,false,false,mint,en,USD
Skeleton Archer,FDN,Foundations,526,normal,common,1,100708,7a959048-0d8a-41bb-8a33-52264e525085,0.17,false,false,mint,en,USD
Skyraker Giant,FDN,Foundations,547,normal,common,1,101526,5e3fbafb-e915-43eb-8a68-245840ba73ff,0.3,false,false,mint,en,USD
Skyship Buccaneer,FDN,Foundations,50,normal,uncommon,1,100587,62958fc3-55dc-4b97-a070-490d6ed27820,0.1,false,false,mint,en,USD
Snakeskin Veil,FDN,Foundations,233,normal,uncommon,3,100645,6cc4c21d-9bdc-4490-9203-17f51db0ddd1,0.15,false,false,mint,en,USD
Sorcerous Spyglass,FDN,Foundations,679,normal,uncommon,1,100166,0f99356b-eed0-4d92-818b-80754bcb75f3,0.15,false,false,mint,en,USD
Soul-Guide Lantern,FDN,Foundations,680,normal,uncommon,1,100649,6d3ff537-86f0-405e-b96b-1250720af031,0.19,false,false,mint,en,USD
Soulstone Sanctuary,FDN,Foundations,133,normal,rare,2,100596,642553a7-6d0f-483d-a873-3a703786db42,1.6,false,false,mint,en,USD
Sower of Chaos,FDN,Foundations,95,normal,common,1,101556,7ff50606-491c-4946-8d03-719b01cfad77,0.08,false,false,mint,en,USD
Spectral Sailor,FDN,Foundations,164,normal,uncommon,4,100100,03a49535-c5f3-4a6f-b333-7ac7bffdc9ae,0.15,false,false,mint,en,USD
Sphinx of the Final Word,FDN,Foundations,597,normal,mythic,1,100923,a2cf2366-40d0-4f94-84a5-8aa42308e223,0.28,false,false,mint,en,USD
Spinner of Souls,FDN,Foundations,112,normal,rare,1,101358,f50a8dec-b079-4192-9098-6cdc1026c693,0.37,false,false,mint,en,USD
Spitfire Lagac,FDN,Foundations,208,normal,common,1,101496,30f600cd-b696-4f49-9cbc-5a33aa43d04c,0.13,false,false,mint,en,USD
Springbloom Druid,FDN,Foundations,646,normal,common,1,101381,fa87cb5f-4dc9-49a4-9ae6-ebc7fedac018,0.26,false,false,mint,en,USD
Squad Rallier,FDN,Foundations,24,normal,common,2,101534,65e1ee86-6f08-4aa0-bf63-ae12028ef080,0.05,false,false,mint,en,USD
Stab,FDN,Foundations,71,normal,common,1,101538,6859a5ba-1c1c-4631-bba8-f9900b827178,0.15,false,false,mint,en,USD
Starlight Snare,FDN,Foundations,514,normal,common,1,101549,74fb19b2-4f6c-4cbd-8756-a7eb5c7c9ef6,0.25,false,false,mint,en,USD
Stasis Snare,FDN,Foundations,581,normal,uncommon,2,101147,ce41e348-44c2-47f8-8e7d-da2e4d16d648,0.15,false,false,mint,en,USD
Steel Hellkite,FDN,Foundations,681,normal,rare,1,100838,931ad21b-a6bb-4a89-8d6f-80adfcf126c7,0.3,false,false,mint,en,USD
Storm Fleet Spy,FDN,Foundations,515,normal,uncommon,1,101367,f6c5206e-63db-44c0-86ab-f645cd358b3b,0.21,false,false,mint,en,USD
Strix Lookout,FDN,Foundations,52,normal,common,2,101627,fbd2422e-8e84-4c39-af29-3b4d38baee63,0.13,false,false,mint,en,USD
Stroke of Midnight,FDN,Foundations,148,normal,uncommon,4,100970,ab135925-d924-456d-851a-6ccdaaf27271,0.41,false,false,mint,en,USD
Stromkirk Bloodthief,FDN,Foundations,185,normal,uncommon,2,97176,485d6a5a-2054-47d5-91b8-71ce308ed4dc,0.15,false,false,mint,en,USD
Stromkirk Noble,FDN,Foundations,632,normal,rare,1,100164,0f306c7e-cacc-4c26-a3f1-fad4f3ff7cf3,0.22,false,false,mint,en,USD
Strongbox Raider,FDN,Foundations,96,normal,uncommon,1,101006,b2223eb8-59f9-489b-a3f3-b6496218cb79,0.08,false,false,mint,en,USD
Sun-Blessed Healer,FDN,Foundations,25,foil,uncommon,1,100332,323d029e-9a88-4188-b3a4-38ef32cffc9f,0.17,false,false,mint,en,USD
"Surrak, the Hunt Caller",FDN,Foundations,647,normal,rare,1,101194,d6a8759d-0dc8-4218-93ac-b1a35088f776,0.22,false,false,mint,en,USD
Suspicious Shambler,FDN,Foundations,527,normal,common,2,100393,3d2c5345-eb55-4bca-9183-b4e1404405f8,0.15,false,false,mint,en,USD
Swab Goblin,FDN,Foundations,548,normal,common,1,101565,8db11970-74c2-463d-88bb-9f88aa079eaa,0.2,false,false,mint,en,USD
Swiftfoot Boots,FDN,Foundations,355,normal,uncommon,1,100403,3e9b53da-4744-429d-97c6-f7ee4d568731,2.9,false,false,mint,en,USD
Swiftfoot Boots,FDN,Foundations,258,normal,uncommon,2,100414,41040541-b129-4cf4-9411-09b1d9d32c19,2.95,false,false,mint,en,USD
Swiftwater Cliffs,FDN,Foundations,268,normal,common,2,101389,fb88667d-7088-4889-960f-317486ebe856,0.15,false,false,mint,en,USD
